tweet,target,,,,,,,,,,
بہت عزت ہے انڈیا کی طرف سے اس کو جاری رکھو کیری ہے ہی چوتیا سالا جھوٹا کہیں کا,1,,,,,,,,,,
بہت عظیم ویڈیو ریپر ہے بھائی,0,,,,,,,,,,
بہت عمدہ یار ہنس ہنس کے پیٹ درد کر رہا ہے بہرحال نسا کا مطلب آسام میں نشہ ہے,0,,,,,,,,,,
بہت عمدو مزاحیہ چینل تھا,0,,,,,,,,,,
بہت غلط اور چبل بندہ ہے بہن چود وہ یہ الگ بات ہے کہ حجاب اچھی ہے بہت,1,,,,,,,,,,
بہت فارغ اخیر چوتیاپا تھا,1,,,,,,,,,,
بہت کمینہ پن دیکھایا ہے اس گانڈو نے,1,,,,,,,,,,
بہت کیری بھائی تم بہت عظیم ہو,0,,,,,,,,,,
بہت گندی کر دی اس کی دکی بھائی لو یو مزہ آگیا,1,,,,,,,,,,
بہت گندی کر دی یار تو نے اس گانڈو کی,1,,,,,,,,,,
بہت لمنے عرصے ک بعد اتنی اچھی ویڈیو دیکھنے کو ملی مجھے یقین ہے کہ تم کیمرے کی پیجھے بہت اچھا کام کرتا ہے؎,0,,,,,,,,,,
بہت محبت بہت پیار آپ کے لیے بہت صیح گانڈ ماری آپ نے اس کی دکی بھائی,1,,,,,,,,,,
بہت مختصر ویڈیو تھی لیکن بہت اچھی تھی,0,,,,,,,,,,
بہت مست ویڈیو ہے آکر چاہے پی لو,0,,,,,,,,,,
بہت ہی اچھا حصہ تھا,0,,,,,,,,,,
بہت ہی اعلیٰ پاکستان سے,0,,,,,,,,,,
بہت ہی اعلی یار کینڈین چوتیے کی پیروی کنا بند کریں,1,,,,,,,,,,
بہت ہی چبل انسان ہے یے سالا چوتیا ابلیس,1,,,,,,,,,,
بہت ویڈیو شاندار بنائی آپ نے اور آپ کو سالگرہ مبارک ہو,0,,,,,,,,,,
بہترین بھائی واقعی اس نے صیح کہا عوام کو چوتیا بنایا ہوا ہے,1,,,,,,,,,,
بہترین وضاحت کی آپ نے جو آج تک کوئی بھی نہں کر سکا,0,,,,,,,,,,
بہن چود اپنی اوقات پتہ نہں ہے ابے تو سچ بول دے بھوسڑی کے,1,,,,,,,,,,
بہن چود اتنے ڈسلائیکس ابھی بھی اس ابلیس چوتیے کے فائن نہیں سمجھے,1,,,,,,,,,,
بہن چود اگر تم پاکستانیوں کو چوتیا کہتے ہو اور پھیر اپنے آپ کو پاکستانی بھی کہتے ہو,1,,,,,,,,,,
بہن چود بنال لگا لینا اس لیئے تم بھوسڑی کے پاکستانی بہن چود پنجاب کے بارے میں بات کرتے ہو,1,,,,,,,,,,
بہن چود چوتیا ہے شام گانڈو,1,,,,,,,,,,
بہن چود دکی بھائی بہت اعلی,1,,,,,,,,,,
بہن چود دلا کنجر دا پتر دلا تو,1,,,,,,,,,,
بہن چود سالا اس نے ایک اور چبل مار دی,1,,,,,,,,,,
بہن چود سالے جھوٹے ابلیس کی گانڈ مار دی تونے,1,,,,,,,,,,
بہن چود سالے کسی نے فراگی کے ساتھ بدتمیزی کی میں اس کی ماں بہن ایک کردوں گا,1,,,,,,,,,,
بہن چود عمران خان کو کچھ نہ کہے ورنہ تیری ماں چود لوں گا,1,,,,,,,,,,
بہن چود کی بائیک تو میں چلاتا ہوں چوتیے کی,1,,,,,,,,,,
بہن چود کی گانڈ پھاڑ دی سچھ میں نفرت ہوگئی ہے اس سے,1,,,,,,,,,,
بہن چود کیا ریپ کیا بھائی نے,1,,,,,,,,,,
بہن چود گانڈو کی کیا گانڈ ماری آپ نے بہن چود ساری زندگی یاد رکھے گا,1,,,,,,,,,,
بہن چود ماں کا لن بھوسڑی کا مادرچود,1,,,,,,,,,,
بہن چود مزاقیہ متفق ہوں آپ سب سے میں,1,,,,,,,,,,
بہن چود میں پہلے شام کا فائن تھا پر اب بہن چود کی گانڈ مار سالے کی,1,,,,,,,,,,
بہن چود نے لفظ بھی بین کیے ہوئے ہیں میں نے اس کی ویڈیوز پر لکھنا تھا,1,,,,,,,,,,
بہن چودی کا اصل مزہ آگیا,1,,,,,,,,,,
بہن چودیاں ذیادہ ماری ہوئی ہیں بھوسڑی کے والے نے,1,,,,,,,,,,
بہھت زیادہ ہو گیا دکی بھائی مان لیا کہ ادریس چوتیا ہے ٹھیک ہے پر اب یہ ویڈیو بنا کر تم میں اور اس میں اور اس میں کیا فرق رہ جائے گا,1,,,,,,,,,,
بھاگ چوتیے بھاگ سالے,1,,,,,,,,,,
بھاگ سالے چوتیے تمہیں پاکستان میں رہنے کا کوئی حق نہیں,1,,,,,,,,,,
بھائی اب میں سیٹھی کی گانڈ پھاڑوں گا میں,1,,,,,,,,,,
بھائی اپنے کام کو جاری رکھو ورنہ ان جیسے لوگ پاکستان کو پھدو لگاتے رہیں گے,1,,,,,,,,,,
بھائی اپنی سالگرہ مبارک ہو اپنی حفاظت کریں اللہ آپ کی مدد کرے,0,,,,,,,,,,
بھائی اپیل سے پہلے وہ بھاگنے پر تیار ہے اگر وہ بھاگ گئی تو کون زمہ دار ہے شرم کر چوتیا,1,,,,,,,,,,
بھائی اتنے مزے آرہے تھے اتنی جلدی ختم ہو گئی ویڈیو,0,,,,,,,,,,
بھائی اتنی دیر سے کیوں,0,,,,,,,,,,
بھائی اتنی لیٹ کیوں آتی ہیں تیری ویڈیوز,0,,,,,,,,,,
بھائی اتنی میری اوقات نہیں کہ میں کچھ بول سکوں پر اس موضوع پر بات کرنے کا شکریہ,0,,,,,,,,,,
بھائی اجے وکی پیڈیا کے صفحہ پر اپکی بے عزتی ہو گئی ہے ذرا پڑھ کر دیکھ,0,,,,,,,,,,
بھائی اختتام کرکر دیا ہم تمہارے ساتھ ہیں تھوڑا ہٹ دیکھیں گے ان چوتیوں کو پاکستان میں,1,,,,,,,,,,
بھائی اخیر کر دی آپ نے میں آپ کی شروع سے ویڈیوز دیکھ رہا ہوں آپ نے کبھی بھی شام چوتیا کو کچھ نہں کہا,1,,,,,,,,,,
بھائی ادریس اصلی ہے یا چوتیا ہے سالا,1,,,,,,,,,,
بھائی اس بار زیادہ ویڈیوز ڈال اور مجھے اپنے کمپیوٹر کی تفصیل بتا اور اپنے عینک کا نمبر بھی بتا دے,0,,,,,,,,,,
بھائی اس پر بنا دو یار فراز چائے پلاؤ,0,,,,,,,,,,
بھائی اس کا ایک اور حصہ ہے,0,,,,,,,,,,
بھائی اس کریٹو دلے کی سپیلنگ ٹھیک کر کے دلا بولو مثال کے طور پر او دلے او دلے او دلے,1,,,,,,,,,,
بھائی اس کو آگے بڑھاؤ,0,,,,,,,,,,
بھائی اس کو کمنٹ میں چوتیا لکھتے ہیں,1,,,,,,,,,,
بھائی اس کی دوسری ویڈیوآگئی ہے لہذا ہم دوسرے روسٹ کے لیے انتظار کر رہے ہیں جتنا جلدی ہو سکے پلیز,0,,,,,,,,,,
بھائی اس کی گدھے کی گانڈ جیسی شکل ہے دفعہ کر اور گانڈ مار اس کی اپنے کام پر توجہ دو,1,,,,,,,,,,
بھائی اس کی ویڈیو میں مادرچود لکھ کر دیکھو چلتا ہی نہں,1,,,,,,,,,,
بھائی اس ویڈیو کا ایکس ویڈیو بنا دے مجھ کو تو بہت مزہ آ ئے گا,0,,,,,,,,,,
بھائی اس ویڈیو کو دیکھنے کے بعد سب کو حق ہے تیرا چینل ان سبسکرائب کرنے کا تو روسٹ ہی کر بھائی,0,,,,,,,,,,
بھائی اس ویڈیو میں مزہ نہیں آیا لیکن کوشش اچھی تھی,0,,,,,,,,,,
بھائی اسی طرح کی ویڈیوز بناؤ اس والے میں اتنا مزہ نہں آیا,0,,,,,,,,,,
بھائی اگر ہم نہں کہیں گے تو تم پھیر بھی ڈال ہی دو گے,0,,,,,,,,,,
بھائی ان لوڑوں لوگ کو ان کے حال پر چھوڑ دو کوئی فائدہ نہیں,1,,,,,,,,,,
بھائی انتا غصہ ہاہاہا گانڈ مار دی شام کی,1,,,,,,,,,,
بھائی انتی گندی کر دی,1,,,,,,,,,,
بھائی اور ایک نیا چوتیاپا شروع کردیا اس گانڈو نے آج,1,,,,,,,,,,
بھائی اور تھوڑا زیادہ کردے جدابھائی میں بھر جاتا ہوں ہنس ہنس کر,0,,,,,,,,,,
بھائی اوقات میں رہو ذیادہ اچھا رہے گا نہیں تو کسی دن مل گیا نا غلطی سے پسے جاؤ گے,0,,,,,,,,,,
بھائی ایک اور کسی جگہ کا ٹور بنا دے,0,,,,,,,,,,
بھائی ایک بات بتاؤ کیا آپ پنجابی ہو,0,,,,,,,,,,
بھائی ایک بات بولوں بھائی میری ویڈیوز کو شیئر کر دیں پلیز,0,,,,,,,,,,
بھائی ایک بار ہیلو ہی کردو,0,,,,,,,,,,
بھائی ایک گجراتی ویڈیو ہے دنیا جلے تو جلے اس پر ایک ویڈیو بناؤ,0,,,,,,,,,,
بھائی ایک ہفتہ ہونے کو آگیا نئی ویڈیو کب ڈالو گے میں آپ کی نئی ویڈیو کا انتظار کر رہا ہوں,0,,,,,,,,,,
بھائی ایک ویڈیو گرل فرینڈ اور بوائے فرینڈ کے بارے میں بھی بنا,0,,,,,,,,,,
بھائی آپ بہت اچھا کام کر رہے ہو آپ ہی صرف ان کی بجا سکتے ہو بھوسڑی کے سستے اداکار,1,,,,,,,,,,
بھائی آپ رہنے دو تو پہلے والی کیری نہیں رہا مت بناؤ یار ویڈیوز اب تو سچ میں الٹی آگئی,0,,,,,,,,,,
بھائی آپ سعید اجمل جیسے لگتے ہو,0,,,,,,,,,,
بھائی آپ سکوٹر کو شوٹ کریں اگر آپ سمجھ گئے ہوں تو,0,,,,,,,,,,
بھائی آپ کہاں تھے,0,,,,,,,,,,
بھائی آپ کو ضرور دیکھنا چاہیے دیوانی تو دیوانی,0,,,,,,,,,,
بھائی آپ کے لیے گالیاں کتوں کی طرح بھونکنا آسان ہے اپنے چینل پر آپ کا چینل تو بس ایک سڑا ہوا چتیاپا ہے,1,,,,,,,,,,
بھائی آپ کے مجھے کھونے کا دکھ ہے,0,,,,,,,,,,
بھائی آپ کی ٹی شرٹ بھہت اچھی ہے,0,,,,,,,,,,
بھائی آپ گیم پلیئر ہو سر درد ہو جاتا ہے,0,,,,,,,,,,
بھائی آپ لائیو کیوں نہیں آرہے پبجی پر,0,,,,,,,,,,
بھائی آپ نے اس گشتی کے بچے کی گانڈ مار کی میرا مشن پورا کر دیا ہے زندہ باد,1,,,,,,,,,,
بھائی آپ نے پھاڑ دی اس کی,0,,,,,,,,,,
بھائی آپ نے لا محدود جنگ کا ٹرائلر دیکھا ہے,0,,,,,,,,,,
بھائی آج اچھی لی ہے تم نے اس گانڈو کی چوتیا لوڑو کہیں کا ٹوپے کے منہ والا,1,,,,,,,,,,
بھائی آج تو اس کو پورا ڈنڈا ڈال دیا اب وہ مزاق میں ڈنڈا نہں لے گا چوتیا ہے وہ چوتیا,1,,,,,,,,,,
بھائی آج کل اتنا گھناؤنا ویڈیو کیوں بناتے ہو,0,,,,,,,,,,
بھائی آج لائیو سٹریم کر لے,0,,,,,,,,,,
بھائی آخر کار ایک ماہ کے بعد ویڈیو ڈال دیا کرہم ٹویٹ ویڈیوز کو دیکھ کر ہی دنیا میں جیتے ہیں,0,,,,,,,,,,
بھائی آخر میں لباس والی ویڈیو مست ہے زیادہ ایڈیٹنگ نہ کیا کر,0,,,,,,,,,,
بھائی آخری گانا مست تھا کیا غضب لکھا آپ نے,0,,,,,,,,,,
بھائی آگ لگا دی آپ نے,0,,,,,,,,,,
بھائی آنکھیں ترس گئی تیرے دیکھے ہوئے ویڈیوز,0,,,,,,,,,,
بھائی بار بار ہماری بھی مزاحیہ ویڈیو دیکھ لو مزہ آجائے گا اچھی لگے تو سبسکرائب کرو,0,,,,,,,,,,
بھائی بگ باس پر بھی بناؤ,0,,,,,,,,,,
بھائی بلوپر ڈال زیادہ بہتر لگے گا,0,,,,,,,,,,
بھائی بہت اچھی لگی ویڈیو,0,,,,,,,,,,
بھائی بہت اعلیٰ آپ نے تو سخت لونڈوں کا سر اونچا کر دیا,1,,,,,,,,,,
بھائی بہت اعلیٰ قسم کی ویڈیو تھی کمال کردیا,0,,,,,,,,,,
بھائی بہت صیح لایئک کریں اگر آپ راضی ہوں,0,,,,,,,,,,
بھائی بہت صیح یار بلکل,0,,,,,,,,,,
بھائی بہت غصے میں لگتے ہو آج ہربن واقعی میں چوتیا ہے,1,,,,,,,,,,
بھائی بہت مشکل کام تھا لیکن بہت اچھا تھا,0,,,,,,,,,,
بھائی بھائی بالکل الگ نکال کے لیٹا ہے کیری بھی,0,,,,,,,,,,
بھائی پلیز روسٹ اشیش چھن چلانی,0,,,,,,,,,,
بھائی پہلے بتا رہا ہوں میرے لیے بھی بھائی ایک بنا دے,0,,,,,,,,,,
بھائی پھاڑ دی آپ نے اور میں شام چوتیے سے زیادہ فراگی کی عزت کرتا ہوں,1,,,,,,,,,,
بھائی پی کے کا پرینک ایک چینل ہے ذرا اس کی کلاس لو ویڈیو ضرور بناؤ,0,,,,,,,,,,
بھائی پیسے کتنے کما لیتے ہو,0,,,,,,,,,,
بھائی پیوالی کی ویڈیو بنا جلدی سے اس کی ماں کا شاکا لاکا بوم بوم ,1,,,,,,,,,,
بھائی تم تھیک کہتے ہو یہ سالا ہے ہی بھوسڑی کا میں بولتا ہوں تیری بہن کتے کی بچی تیرا سارا خاندان مادرچود,1,,,,,,,,,,
بھائی تم سب سے اچھے ہو لیکن جلدی ویڈیو اپ لوڈ کیا کروں,0,,,,,,,,,,
بھائی تم عظیم ہو تمہاری سب ویڈیوز بہت اچھی ہوتی ہیں کیا تجھے لاکھوں لائیکس ملنی چاہیں,0,,,,,,,,,,
بھائی تم میرے بہت قریب ہو,0,,,,,,,,,,
بھائی تم نے اس کو بہت مست چیلنج کیا,0,,,,,,,,,,
بھائی تم نے محنت کی لیکن وہ لیول نہیں تھا جو ہر بار ہوتا ہے ویڈیو ختم ہوتے ہوتے پک گئیے ہم,0,,,,,,,,,,
بھائی تم ہمیشہ شاندار ہو,0,,,,,,,,,,
بھائی تھوڑا زیادہ ہوگیا,0,,,,,,,,,,
بھائی تھوڑی کم گالی بولو,0,,,,,,,,,,
بھائی تو خود چتیا پا ہے نفرت کرتے ہیں تو اچھے لگتے ہیں مگر میرے بھائی تم تو خود چوتیا ہو,1,,,,,,,,,,
بھائی تو سب ٹائٹلز کب سے دینے لگ گیا لیکن اچھا ان کے لیے جو ہندی نہیں سمجھتے,0,,,,,,,,,,
بھائی تو سنجیدہ تھا لیکن اس میں کوئی خاص مزہ نہیں آرہا تم اور دوسرے ان کو کھا گئے,0,,,,,,,,,,
بھائی تو کتوں کی طرح تپا ہوا ہے مار گانڈ ان بہن چودوں کی مت چھوڑ ان سالوں کو,1,,,,,,,,,,
بھائی تو کہاں ہے,0,,,,,,,,,,
بھائی تو مست ویڈیو بناتا تھا مجھے تم سے پیار ہے ویڈیو بھائی کا مست بنا تھا,0,,,,,,,,,,
بھائی تو مل مجھے ایک بار کہیں بھی بس مل مجھے باہر جہاں بھی ملے گا تو تجھے سلام دوں گا,0,,,,,,,,,,
بھائی تو نے بات صیح کی ہے اب یہ بندہ بہن یکی کا باجا بجائے گا ضرور,1,,,,,,,,,,
بھائی تو نے تو آخیر کر دی ویسے یہ بندہ ہے ہی چوتیا,1,,,,,,,,,,
بھائی تو نے تو گانڈ ہی مار لی اس دلے کی,1,,,,,,,,,,
بھائی تو نے روسٹ کر دیا یار,0,,,,,,,,,,
بھائی تو نے کیا کھا کر ویڈیو بنایا اور اس کی گانڈ کے پیچھے کیوں پڑا ہے اور آج کی یہ ویڈیو سپر تھی یار,1,,,,,,,,,,
بھائی تیرا بھائی ویڈیو ٹرینڈینگ میں ہے,0,,,,,,,,,,
بھائی تیرا کام منہ میں ڈالنا ہے اور گانڈ سے نکالنا ہے,1,,,,,,,,,,
بھائی تیرا لطیفہ تو سب سے اچھا تھا لیکن پلیز فٹ پاتھ والے لوگوں پر مزاق مت کیا کریں,0,,,,,,,,,,
بھائی تیرائی کا بھی ویڈیو روسٹ کر,0,,,,,,,,,,
بھائی تیری ویڈیو بہت پسند آئی سچ میں آخری کلپ میں بہت مزہ آیا,0,,,,,,,,,,
بھائی تیری ویڈیو بھی ٹرینڈینگ پر ہے تجھ کو کیسا محسوس ہورہا ہے,0,,,,,,,,,,
بھائی تیری ویڈیو کو پسند کیا مزۃ آگیا بھائی,0,,,,,,,,,,
بھائی ٹائم لے کر گانڈ ماری ہے لو انڈیا سے,1,,,,,,,,,,
بھائی ٹھرک مہتا کا الٹا چشمہ مہربانی,0,,,,,,,,,,
بھائی ٹیلنٹ ہے کہاں کی عزت کرے کوئی کی ایکسپریشن تھا,0,,,,,,,,,,
بھائی جان اس بار آپ نے بہن چود دی ہے اس کی,1,,,,,,,,,,
بھائی جان یہ کتا پھر کوئی ماں چودکی کا پارٹ کرے گا,1,,,,,,,,,,
بھائی جو کر سکتا ہے وہ کر نا مطلب تو گانا کیوں گا رہا ہے,0,,,,,,,,,,
بھائی جی شام کی گانڈ پھاڑ دی آپ نے,1,,,,,,,,,,
بھائی جی یہ تو بہت جلدی ٹرینڈ پر آگیا,0,,,,,,,,,,
بھائی چل مارو اس رنڈی کے بچے بہت ہیں اس دنیا میں جب ان کی ماں چودی گئی نہ یوٹیوب پر پھر یہ بیٹھ کر روئے گا,1,,,,,,,,,,
بھائی چلا تم رہے ہو گانڈ میری پھٹ رہی ہے,1,,,,,,,,,,
بھائی چھوڑ نا اب اس چوتیےکا پیچھا اپنی مزاحیہ ویڈیوز بناتا رہ,1,,,,,,,,,,
بھائی دلوں کو مارنے والے,0,,,,,,,,,,
بھائی دم ہے تو مجھےروسٹ کر کے دیکھا,0,,,,,,,,,,
بھائی دنچک پوجا کے نئے گانے کو بھی روسٹ کرو نا,0,,,,,,,,,,
بھائی دیپک کے پیچھے آپ کا ہاتھ ہے,0,,,,,,,,,,
بھائی ڈاؤن لوڈ کاآپشن کیوں نہں آرہا,0,,,,,,,,,,
بھائی ذاکر خان پر بھی ایک ویڈیو بناؤ,0,,,,,,,,,,
بھائی ریزیڈنٹ ایول کو لائیو کر نا,0,,,,,,,,,,
بھائی زوم ان والا مست ہے,0,,,,,,,,,,
بھائی سارہ خان اور راکھی ساونت کو بھی روسٹ کر ان دونوں کا ویڈیو ہے اس کو روسٹ کر بھائی,0,,,,,,,,,,
بھائی سب سے اچھی ویڈیو اس بہن چود کی کیوں کی کی اس کی گانڈ میں کیڑا ہے,1,,,,,,,,,,
بھائی سچ میں مزہ آگیا اور آخر میں جو گانا تم نے گایا ہے وہ آج سے میرا پسندیدہ گانا ہو گیا ہے,0,,,,,,,,,,
بھائی سنا اس کو ٹھیک طرح سے میں اس کی ویڈیوز دیکھتا تھا تھوڑی سی اب توہر ویڈیو پر ڈسلائیک دیتا ہوں چوتیا شام,1,,,,,,,,,,
بھائی سونی کے گانے کو روسٹ کر,0,,,,,,,,,,
بھائی سیلفی والا منظر بہت اچھا تھا,0,,,,,,,,,,
بھائی شاندار اس لڑکی کی واٹ لگا دی,0,,,,,,,,,,
بھائی شاندار بہت ہی شاندار,0,,,,,,,,,,
بھائی شاندار ویڈیو ہے لیکن پھر ڈرنک کر کے گر جانے والا منظر مجھےبالکل پسند نہیں آیا,0,,,,,,,,,,
بھائی شاید وہ جوہن سینا نہیں جوہنی سنز بول رہا ہے,0,,,,,,,,,,
بھائی صاحب سب سے بڑھیا ویڈیو ہے ابھی تک کی,0,,,,,,,,,,
بھائی صرف ایک ویڈیو کیوں ڈالتی ہو ہر مہینہ,0,,,,,,,,,,
بھائی صیح کیا تم نے جو اس چوتیا کے چہرے سے نقاب اتار دیا,1,,,,,,,,,,
بھائی صیح گندی کی ہے تم نے ان کتوں کی,1,,,,,,,,,,
بھائی عظیم ہو آپ حقیقت میں,0,,,,,,,,,,
بھائی غلط کرے گا یہ بہن چود,1,,,,,,,,,,
بھائی غور تو مار اس عورت پر,0,,,,,,,,,,
بھائی کا ویڈیو آگیا,0,,,,,,,,,,
بھائی کب سے انتظار تھا تیری ویڈیو کا,0,,,,,,,,,,
بھائی کچھ مزاحیہ نہیں ہے یار کیا بنا,0,,,,,,,,,,
بھائی کچھڑی بھائی کا خیال بہت مست ہے مگر ہو سکے تو ساتھ میں فیس کیم بھی کر نا مست لگتا ہے,0,,,,,,,,,,
بھائی کر دے اب لائیک اس کو,0,,,,,,,,,,
بھائی کڑک ویڈیو ہے,0,,,,,,,,,,
بھائی کس چوتیا کے بارے میں ویڈیو بنا رہے ہو,1,,,,,,,,,,
بھائی کسی اور زبان میں کمنٹس کیا کرو ان گانڈوؤں کو پتا چل جاتا ہے,1,,,,,,,,,,
بھائی کسی مشہور گانے پر ایک اچھی سی ویڈیو بناؤ,0,,,,,,,,,,
بھائی کمال کی ویڈیو تھی ان جیسے چوتیوں کےساتھ ایسا ہی ہونا چاہیے تھا مادر چود کے بچے نہ ہوں کہیں کے,1,,,,,,,,,,
بھائی کہانی مزہ کی تھی اور سینما سے لے کر فوٹوگرافی تک کی چیزیں,0,,,,,,,,,,
بھائی کو سونی کی ایمبیسی ڈر بننے پر مبارک ہو,0,,,,,,,,,,
بھائی کون سا گیم چل رہا ہے,0,,,,,,,,,,
بھائی کی مزاحیہ ویڈیوز بہت اچھی ہیں,0,,,,,,,,,,
بھائی کیا تم میرے سبسکرائبر بڑھانے میں میری مدد کر سکتے ہو مجھے آپ کی شہرت کی ضرورت ہے,0,,,,,,,,,,
بھائی کیا چیز ہے تو میرے بھائی بہت مست ویڈیو یار پروڈکشن ہاؤس کھول لے قسم سے تجھے کہ رہا ہوں,0,,,,,,,,,,
بھائی کیا ہم بنگلہ دیش میں آپ کی چیزیں خرید سکتے ہیں,0,,,,,,,,,,
بھائی کیری آپ بہت کام کر رہے ہو بس اسی کو آگے جاری رکھو,0,,,,,,,,,,
بھائی کیری کا ہو گیا تجھے تو ویڈیو ہی نہیں آرہی تیری ڈینگی تو نہیں لے کر بیٹھ گیا بہتر ہوجا جلدی,0,,,,,,,,,,
بھائی کیری کیا ہم گیتا کھیل سکتے ہیں,0,,,,,,,,,,
بھائی کیری گانڈ پھاڑ دی واقعی مزہ آگیا,1,,,,,,,,,,
بھائی کیری نومان خان کے جواب پر ردعمل دو,0,,,,,,,,,,
بھائی کیش آف کلین کھیلیں,0,,,,,,,,,,
بھائی کیوں اس کی اتنی ٹھوکتا رہتا ہے ویسے مجھے اس کا شادی کرلے والا ڈائیلاگ انتہائی چوتیا لگتا ہے,1,,,,,,,,,,
بھائی کیوں آپ اس چوتیا کے لیے اپنی ویڈیو کی کوالٹی خراب کر رہے ہو,1,,,,,,,,,,
بھائی کیوں بغیر کسی بات کے بہن چودی والی بات کرتے ہو اچھی اچھی باتیں کرو پلیز,1,,,,,,,,,,
بھائی گانڈ مار دی سچ میں تونے اس کی,1,,,,,,,,,,
بھائی گانڈ میں ڈنڈا دے والا پورا گانا اپ لوڈ کرو,1,,,,,,,,,,
بھائی گانڈ ہی مار دی آپ نے تو بہن چود کی ہاہاہا وہ اس چیز کا مستحق تھا,1,,,,,,,,,,
بھائی گھس گیا تو اس کی گانڈ میں پورا پورا ,1,,,,,,,,,,
بھائی گیتا والا حصہ,0,,,,,,,,,,
بھائی گیتا والا سین دیکھ کر آنکھوں میں آنسو آگئے کیا کام دیکھایا بھائی مزیدار ویڈیو,0,,,,,,,,,,
بھائی گیم چل رہی ہے اور بہت بہترین ہے,0,,,,,,,,,,
بھائی گیم کا نام کیا ہےبہت ہی اچھا ہے بولو کیا نام ہے,0,,,,,,,,,,
بھائی لاکھ ہو گیا,0,,,,,,,,,,
بھائی لنک کی ویڈیو دیکھیں اور اس پر بھی ویڈیو بناؤ,0,,,,,,,,,,
بھائی لو یو سٹرابری والا پارٹ عمدہ تھا,0,,,,,,,,,,
بھائی مارکیٹ میں آگیا کیا,0,,,,,,,,,,
بھائی مبارک ہو پہلا چکن ڈنر کے لیے,0,,,,,,,,,,
بھائی مت کر بہت بےکار تھا یہ سب,0,,,,,,,,,,
بھائی مجھے آپ کا ردعمل اچھا لگا تبدیلیوں کا جواب نہیں اسی وجہ سے بول رہا بھائی میں نے تو اپنا سر پھوڑ دیا,0,,,,,,,,,,
بھائی مناتی اپنا فیس کیم انتا مت ڈال ویلیو کم ہو جائے گی تیرے فیس کی تو گیم پلے ہی روسٹ کیا کر,0,,,,,,,,,,
بھائی مہربانی کر کے اس کمزور بیٹسمین کی خراب ویڈیو کی مشق دیکھو,0,,,,,,,,,,
بھائی مہربانی کر کے اس کو بھی دیکھیں,0,,,,,,,,,,
بھائی مہربانی کر کے پلو آنٹی پر بھی ایک ویڈیو بناؤ,0,,,,,,,,,,
بھائی مہربانی کر کے ملائکہ پہ بھی ویڈیو بناؤ سنجیدگی سے آپ کی توجہ اس موضوع پہ چائہیے,0,,,,,,,,,,
بھائی میں امتحان میں فیل ہو جاؤں گا کیوں دونوں ابھی ویڈیوز اپ لوڈ کر رہے ہیں,0,,,,,,,,,,
بھائی میں انڈیا سے ہوں اور مجھے اس سے کوئی فرق نہں پڑتا کہ آپ دونوں کا آپس میں مسئلہ ہے پر چوتیا چوتیا ہی رہے گا,1,,,,,,,,,,
بھائی میں انڈیا سے ہوں میں آپ کی ساری ویڈیوز پسند کرتا ہوں آپ اس کو چھوڑ کر اور ویڈیو بناؤ سب جانتے ہیں کہ وہ گانڈو چوتیا ہے,1,,,,,,,,,,
بھائی میں آپ کا سب سے بڑا فائن ہوں تو کیسے ہو آپ لوگ مہربانی کر کے ہٹی اور چٹی لوگوں پر بھی ایک ویڈیو بنائیں,0,,,,,,,,,,
بھائی میں بنگلہ دیش سے ہوں اور میں آپ کا بہت بڑا فائن ہوں,0,,,,,,,,,,
بھائی میں بھی سال کا ہوں لیکن بات یہ ہے کہ آپ اور آپ کی ویڈیوز بہت اچھے ہیں,0,,,,,,,,,,
بھائی میں تو بھی کر سکتا ہوں لیکن صرف ہی کر سکتا ہوں,0,,,,,,,,,,
بھائی میں تو کہتا ہوں کی ان کی داڑھی میں نہں ان کی گانڈ میں تنکا ہے,1,,,,,,,,,,
بھائی میں تو ہندی میں,0,,,,,,,,,,
بھائی میں تیری بہن یا لڑکی کو اگر چوم لوں گا تو کیسا ہو گا,1,,,,,,,,,,
بھائی میں خوش ہوں کہ وہ خاص قسم کا ڈریس تم نے مجھے گفٹ کیا,0,,,,,,,,,,
بھائی میں کلکتہ سے ہوں اور میں اسے جانتا ہوں ایک دوست جو گیا ہے اس کا دوست ہے,0,,,,,,,,,,
بھائی میں نے آپ کی اس سے بڑیا ویڈیو آج تک نہں دیکھی گئی پلیز اگلی ویڈیو کو جلدی ریلیز کردیں پلیز,0,,,,,,,,,,
بھائی میں نے صرف مشورہ دیا ہے تم کیوں مجھے گالی نکال رہے ہو,0,,,,,,,,,,
بھائی نو ایڈیٹنگ کی ہے باقی بندہ تو بہن چود ہے,1,,,,,,,,,,
بھائی نے پیچھے سے بیڈ ہٹا لیا,0,,,,,,,,,,
بھائی نے تو شام کی تیل لگا کر گانڈ لے لی,1,,,,,,,,,,
بھائی ہم آپ سے پیار کرتے ہیں آپ چھوڑو نا اس لوڑو کوبےکار میں سالا پاگل کا بچہ ہے,1,,,,,,,,,,
بھائی ہم جا رہے ہیں مالے سے کڑنے,0,,,,,,,,,,
بھائی ہم سب تیرے ساتھ ہیں یہ سب سے بڑا چوتیا ہے برگر کا,1,,,,,,,,,,
بھائی ہمارا سنہری پلےبٹن کہاں ہے,0,,,,,,,,,,
بھائی ہماری بھی فنی ویڈیوز دیکھو مہربانی کے بار بار دیکھو پر جانے کے لئیے پروفائل تصویر پر کلک کریں,0,,,,,,,,,,
